Timestamp,MetricID,Value,Trend_Mean,Variance,Z_Score,PRB_Limit,ControlActions
1770030481.3957362,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030481.396053,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030482.3960607,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030482.3965225,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030483.3957908,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030483.3961008,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030484.3955045,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030484.3957875,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030485.3956926,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030485.396001,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030486.3955967,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030486.3959103,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030487.3958058,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030487.3961685,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030488.396003,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030488.3963408,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030489.3955138,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030489.395819,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030490.395841,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030490.3962207,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030491.3955693,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030491.3958678,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030492.3956778,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030492.3960145,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030493.3957179,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030493.3960495,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030494.3956623,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030494.3959699,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030495.395598,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030495.395892,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030496.3955057,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030496.395826,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030497.3955379,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030497.3958044,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030498.395614,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030498.3959248,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030499.396116,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030499.3964772,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030500.3956242,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030500.3959374,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030501.3956742,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030501.3959715,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030502.3956645,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030502.395945,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030503.3955572,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030503.3958778,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030504.3955266,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030504.3958263,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030505.3956158,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030505.3959181,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030506.3953378,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030506.3955944,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030507.395818,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030507.3962135,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030508.3989694,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030508.3992486,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030509.3955834,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030509.3959074,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030510.3953996,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030510.3956969,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030511.3954632,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030511.3958552,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030512.3957033,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030512.396031,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030513.3954847,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030513.3957891,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030514.3958461,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030514.3962343,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030515.395408,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030515.3957102,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030516.3953276,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030516.395643,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030517.395659,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030517.3959632,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030518.3954256,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030518.3957472,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030519.3956933,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030519.3969429,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030520.3955097,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030520.3958063,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030521.3956282,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030521.3959217,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030522.3957028,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030522.3961053,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030523.3956118,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030523.3959594,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030524.3963,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030524.396694,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030525.3954344,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030525.3957334,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030526.3954463,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030526.3957407,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030527.3957882,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030527.3960614,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030528.3957005,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030528.396011,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030529.395538,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030529.3958485,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030530.3954105,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030530.395709,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030531.395434,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030531.3957438,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030532.3956969,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030532.3960776,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030533.3956213,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030533.3959455,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030534.3956957,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030534.3959842,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030535.3955395,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030535.3958724,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030536.3955092,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030536.395833,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030537.3956468,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030537.396073,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030538.3958323,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030538.3962593,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030539.395737,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030539.396081,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030540.3954425,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030540.395749,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030541.3954651,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030541.3957806,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030542.395463,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030542.3957796,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030543.395454,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030543.3957791,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030544.3956103,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030544.3959785,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030545.395342,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030545.3956778,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030546.3956575,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030546.3960147,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030547.3956919,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030547.395982,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030548.395547,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030548.3958018,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030549.3958764,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030549.3962069,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030550.395371,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030550.3956857,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030551.3954828,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030551.395794,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030552.3954604,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030552.3957675,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030553.3954456,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030553.3957407,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030554.3953156,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030554.3956275,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030555.3955176,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030555.3958797,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030556.3957434,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030556.3960736,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030557.395442,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030557.3957694,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030558.3953326,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030558.3956387,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030559.3953726,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030559.395682,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030560.395403,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030560.395713,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030561.395345,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030561.3956616,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030562.3957758,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030562.3961005,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030563.395345,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030563.3956535,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030564.3953414,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030564.3956432,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030565.3955743,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030565.3959327,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030566.3954802,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030566.3957987,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030567.3954465,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030567.3957593,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030568.3956547,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030568.3959742,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030569.3954113,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030569.3957028,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030570.3953402,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030570.3956304,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030571.3952422,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030571.39553,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030572.3953238,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030572.395648,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030573.3955357,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030573.3959,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030574.3955555,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030574.3958993,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030575.3953245,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030575.3956122,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030576.3952463,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030576.3955326,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030577.3955388,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030577.3959079,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030578.3953412,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030578.3956661,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030579.3956552,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030579.396008,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030580.3955433,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030580.3959002,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030581.3952825,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030581.3955877,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030582.3955297,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030582.3959012,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030583.3952322,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030583.3955586,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030584.3953464,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030584.3956609,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030585.3959255,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030585.3963609,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030586.397016,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030586.3973157,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030587.3953054,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030587.3956015,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030588.3952482,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030588.3955505,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030589.395324,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030589.3956387,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030590.3953085,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030590.3956075,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030591.3956952,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030591.3960392,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030592.3952715,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030592.3955936,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030593.3952901,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030593.395619,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030594.39519,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030594.395458,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030595.3952706,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030595.3955946,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030596.3953323,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030596.3956745,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030597.3956974,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030597.3961098,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030598.3960545,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030598.3965235,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030599.3976293,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030599.3979535,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030600.3952858,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030600.3955824,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030601.3952765,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030601.395593,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030602.3953567,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030602.3956416,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030603.3951447,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030603.3954248,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030604.3953106,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030604.395603,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030605.395244,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030605.3955238,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030606.3952909,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030606.3955817,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030607.395285,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030607.3955865,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030608.3955116,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030608.3959029,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030609.3956258,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030609.396053,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030610.3951633,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030610.3954563,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030611.3951752,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030611.3954618,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030612.3951283,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030612.3954089,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030613.3955886,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030613.3958764,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030614.395344,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030614.3957489,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030615.3952324,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030615.395535,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030616.3951275,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030616.395421,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030617.3951004,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030617.3953753,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030618.3951786,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030618.3954878,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030619.3954396,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030619.395775,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030620.3954027,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030620.395726,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030621.3953154,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030621.395607,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030622.3952127,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030622.395508,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030623.395197,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030623.3954966,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030624.3951988,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030624.395489,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030625.395273,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030625.395592,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030626.395366,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030626.3957021,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030627.395139,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030627.3954492,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030628.3951695,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030628.3954701,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030629.3951027,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030629.3954,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030630.3952265,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030630.3955202,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030631.3962326,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030631.3965461,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030632.395197,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030632.3955128,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030633.3950877,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030633.3953855,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030634.3950467,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030634.395346,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030635.396178,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030635.396489,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030636.395433,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030636.3958127,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030637.3954477,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030637.3958118,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030638.395198,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030638.3955255,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030639.39513,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030639.3954592,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030640.395338,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030640.3956878,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030641.3952374,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030641.3955433,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030642.395118,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030642.3954492,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030643.3952866,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030643.3956409,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030644.3950083,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030644.3953004,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030645.3951988,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030645.3955185,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030646.3950884,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030646.395333,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030647.39502,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030647.39529,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030648.3954275,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030648.3957691,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030649.3950953,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030649.3953667,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030650.3951654,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030650.3954737,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030651.395101,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030651.3953924,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030652.3950968,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030652.3954194,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030653.3953915,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030653.3957279,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030654.3951313,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030654.3954406,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
1770030655.3952384,DRB.UEThpDl,0.0,0.00,0.00,0.00,100,42
1770030655.3955693,DRB.UEThpUl,0.0,0.00,0.00,0.00,100,42
